field_0,dust,type,project,description,installs,links
3004,697,RFP,pelican-plugins,Plugins for Pelican,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=759178
3005,1050,RFP,pelican-themes,Themes for Pelican,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=759179
3006,1613,RFP,pencil,"wireframing, diagramming, and prototyping tool",407,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=739640
3007,1353,RFP,percona-playback,A tool for replaying captured database server load,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=718227
3008,650,RFP,percona-server-5.6,"Percona Server is a fast, stable and true multi-user, mu[..]",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=757045
3009,535,RFP,percona-server-c[..],Percona dropin alt server,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=609883
3010,3058,O,perl-byacc,"The Berkeley LALR parser generator, Perl version",36,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=576170
3011,367,O,perl-cross-debian,Cross build support for Debian perl configurations,31,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=871961
3012,21,RFA,persp-projectile,integrate perspective.el with projectile,15,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=904233
3013,32,RFA,perspective-el,tagged workspaces in Emacs,26,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=901374
3014,35,O,pexec,Executing commands in parallel,65,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=903573
3015,962,RFP,pfff,tools for static code analysis or source transforms,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=756557
3016,1000,RFP,pfft,Parallel FFT software library based on MPI,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=761201
3017,357,RFP,pfring,"PF_RING is a high-speed packet capture, filtering and an[..]",136,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=793098
3018,656,RFP,pgbackman,Tool for managing PostgreSQL logical backups,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=842350
3019,520,RFP,pgbulkload,A high speed data loading utility for PostgreSQL,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=675106
3020,677,O,pgpgpg,Wrapper for using GnuPG in programs designed for PGP,481,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=840053
3021,861,RFH,pgpool2,connection pool server and replication proxy for PostgreSQL,86,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=772047
3022,231,O,phantomjs,minimalistic headless WebKit-based browser with JavaScri[..],5219,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=885444
3023,1016,RFP,philologic,text analysis tool for digital corpora,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=612381
3024,193,RFP,photo-booth,Motion-detecting photo booth toy,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=783432
3025,1182,O,photo-uploader,Command line photo uploader,18,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=786399
3026,940,RFP,photobackup,Python PhotoBackup server implementation,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=811346
3027,733,RFP,photoflow,fully non-destructive photo retouching program,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=774005
3028,2625,O,photopc,Interface to digital still cameras,88,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=629606
3029,1613,RFP,photoqt,image viewer,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=736771
3030,165,RFP,photoswipe,"JavaScript image gallery for mobile and desktop, modular[..]",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=891978
3031,142,RFP,php-agavi,"powerful, scalable PHP5 application framework that follo[..]",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=784989
3032,843,O,php-cas,Central Authentication Service client library in php,183,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=757231
3033,732,RFP,php-date-holidays [1] [2],driver based class to calculate holidays,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=738939 https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=775784
3034,28,RFP,php-doc,Documentation for PHP,255,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=903999
3035,1567,RFP,php-excel,"Read, Write and Create Excel documents in PHP",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=718585
3036,643,RFP,php-file-find,Class that facilitates the search of filesystems,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=738138
3037,942,RFH,php-horde-core,web-based groupware and other applications,175,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=686007
3038,728,RFP,php-horde-manage[..],Client library for ManageSieve,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=784412
3039,962,RFP,php-horde-stringprep,PHP implementation of RFC 3454 - Preparation of Internat[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=765481
3040,1479,RFP,php-net-telnet,provides a PHP implementation of the TELNET protocol,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=706404
3041,212,RFP,php-oci8,Extension for Oracle Database,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=774765
3042,733,RFP,php-pam,PAM integration,218,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=746219
3043,65,RFP,php-pdo-sqlsrv [1] [2],PHP PECL extension for Microsoft Drivers for PHP for SQL[..],3,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=900568 https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=900569
3044,1722,RFP,php-phpdocumentor,phpDocumentor provides automatic documenting of php api,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=519267
3045,493,RFP,php-phpdocumentor,phpDocumentor provides automatic documenting of php api,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=206536
3046,559,RFP,php-sca-sdo,Service Component Architecture (SCA) and Service Data Ob[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=803553
3047,75,RFP,php-sqlsrv,Microsoft Drivers for PHP for SQL Server,3,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=900572
3048,1353,RFP,php-structures-d[..],DataSource driver using PEAR::DB_DataObject,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=720951
3049,1042,RFP,php-text-wiki-creole,Creole parser and renderer for Text_Wiki,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=746290
3050,977,RFP,php-text-wiki-me[..],Mediawiki parser for Text_Wiki,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=746291
3051,507,RFP,php-text-wiki-me[..],Mediawiki parser for Text_Wiki,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=577931
3052,1042,RFP,php-text-wiki-tiki,Tiki parser and renderer for Text_Wiki,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=746292
3053,1264,RFP,php-vfsstream,stream wrapper for a virtual file system,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=779396
3054,962,RFP,php-wp-cli,Command line interface for WordPress,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=692353
3055,1128,O,php-xajax,A library to develop Ajax applications,95,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=792391
3056,1820,RFP,php-yubico,PHP PEAR module for verifying Yubico YubiKey One-Time Pa[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=686334
3057,1353,RFP,php5-gnutls,PHP extension for GnuTLS,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=725140
3058,1478,RFP,php5-v8js,V8 Javascript Engine for PHP,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=723786
3059,1479,RFP,php5-weakref,Implementation of weak,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=704079
3060,862,RFP,php5-yaz,PHP PECL extension that implements a Z39.50/SRU client,18,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=559903
3061,862,RFP,php5-yaz,PHP PECL extension that implements a Z39.50/SRU client,18,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=695848
3062,962,RFP,php5-yp,NIS/YP functions in PHP,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=749244
3063,496,RFP,phpipam,web based IP address management,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=731713
3064,554,RFP,phplint,Lint tool for PHP code,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=690677
3065,679,RFP,phplist,multi-list email campaign manager,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=612288
3066,732,RFP,phpmemcachedadmin,Graphic administration for memcached to monitor and debug.,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=776613
3067,104,RFH,phpmyadmin,MySQL web administration tool,17806,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=879741
3068,1825,RFP,phpmyaudit,Set of scripts for make easy the task of cracking hash M[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=608520
3069,1767,RFP,phpvirtualbox,AJAX implementation of the VirtualBox user interface,31,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=658720
3070,78,RFP,phyx,phylogenetic analyses on trees and sequences for UNIX,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=855597
3071,1051,RFP,picat,Picat is a rule and logic based programming language,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=800467
3072,158,RFP,picocoin,A C library for implementing Bitcoin applications,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=840631
3073,631,RFP,picojson,"A header-file-only, JSON parser serializer in C++",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=773325
3074,431,O,picprog,Microchip PIC serial programmer software,108,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=864585
3075,1864,RFP,pidgeon,open source irc client,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=715315
3076,2601,O,pidgin-audacious,pidgin integration with Audacious,124,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=632411
3077,87,RFA,pidgin-encryption,pidgin plugin that provides transparent encryption,567,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=899195
3078,1095,O,pidgin-gmchess,pidgin integration with gmchess,50,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=795696
3079,545,RFP,pidgin-gpg,OpenPGP plugin for Pidgin,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=805035
3080,620,O,pidgin-hotkeys,Configurable global hotkeys for pidgin,184,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=846840
3081,2601,O,pidgin-mpris,sets your available message to your currently playing track,114,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=632412
3082,260,O,pidgin-nateon,Pidgin plugin for NateOn instant messaging service,84,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=882973
3083,648,O,pidgin-openpgp,OpenPGP plugin for Pidgin,861,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=665748
3084,67,RFP,pidgin-opensteam[..],Steam IM / Steam Friends plugin for Pidgin (libpurple),0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=690465
3085,733,O,pidgin-privacy-p[..],plugin for enhanced privacy in pidgin,306,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=833979
3086,529,O,pidgin-skype,Skype plugin for libpurple messengers (common files),1268,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=856736
3087,882,RFP,pidgin-skypeweb,Adds a Skype (HTTP) protocol to the accounts list.,5,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=818404
3088,1812,RFP,pidgin-status-rss,update Pidgin instant messenger's status rom an RSS feed,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=721258
3089,1812,RFP,pidgin-window-merge,A Pidgin plugin that merges the Buddy List window with a[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=721265
3090,1825,O,piespy,An IRC bot to visualize social networks,5,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=614213
3091,1479,RFP,pifacedigitalio,control a Pi-Face interface on your Raspberry Pi,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=704548
3092,591,RFP,pingo,Generic API for controlling boards with programmable IO pins,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=800393
3093,661,O,pinyin-database,PinYin database used by ibus-pinyin,52,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=841817
3094,1599,RFP,pipelight,A project to load windows NPAPI plugins into linux brows[..],65,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=743140
3095,714,O,pipewalker,Puzzle game - connect all computers to the net,189,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=826925
3096,962,RFP,piqi,"Universal schema language for JSON, XML, Protocol Buffers",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=761343
3097,962,RFP,piqi-ocaml,Provides OCaml Bindings to the Piqi Serialization Format,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=761498
3098,328,O,pirl,PIRL Java Packages,22,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=876371
3099,688,O,piwi,P(erl|relude) IDS Web Interface - A frontend to your Pre[..],9,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=838922
3100,962,RFP,piwik,web analytics software,21,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=448532
3101,823,RFP,piwik,web analytics software,21,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=730674
3102,614,RFP,piwik,web analytics software,21,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=506933
3103,566,RFP,piwik,web analytics software,21,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=609521
3104,535,RFP,pixeldungeon,Traditional roguelike game with pixel-art graphics,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=805921
3105,728,RFP,pkg-create-dbgsym,automatically build debug symbol ddeb packages,1,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=749094
3106,730,RFP,plainbox-provide[..],Piglit (OpenGL/OpenCL) Test Provider for Plainbox,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=781590
3107,154,O,planner,project management application,1327,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=892919
3108,494,RFP,plasma-widget-bi[..],bitcoin exchange rate plasmoid,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=718885
3109,1613,RFP,plasma-widget-eyasdp,plasmoid that allows to set a number of system buttons i[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=729225
3110,962,RFP,plasmate,tool specifically tailored to creating Plasma Workspace [..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=734369
3111,730,RFA,plastex,LaTeX document processing framework in Python,83,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=834394
3112,729,RFP,playitagainsam,presenter that records and replays interactive terminal [..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=726006
3113,276,O,playmidi,MIDI player,442,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=881511
3114,100,RFP,pleroma,an ostatus/activitypub-compatible microblogging server,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=895050
3115,2270,O,plib,Portability Libraries: Run-time package,2187,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=674886
3116,662,O,plib-doc,documentation and examples for plib,4,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=674892
3117,44,RFP,plink2,whole-genome association analysis toolset,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=858947
3118,345,O,ploop,tools to work with ploop devices and images,216,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=874296
3119,284,RFP,plover,stenotype input method,4,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=654659
3120,331,RFP,plugn,hook system for shell programs,7,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=812533
3121,640,RFP,plumed,Free Energy Module for Molecular Dynamics Packages,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=795110
3122,495,RFP,pm-graph,"performance analysis of boot, suspend, and resume",0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=859739
3123,565,O,pm-utils,utilities and scripts for power management,25173,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=852167
3124,65,O,pmount,mount removable devices as normal user,4206,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=897304
3125,52,O,pmount,mount removable devices as normal user,4206,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=689854
3126,962,RFP,pmwiki [1] [2],easy of use wiki-based system,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=330117 https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=471816
3127,962,RFP,pmwiki,easy of use wiki-based system,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=508725
3128,1058,RFP,pnfft,Parallel NFFT software library based on MPI,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=761202
3129,823,O,png-definitive-guide,PNG: The Definitive Guide,51,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=817762
3130,1571,O,png2html,transforms a PNG image to a web page,62,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=746047
3131,276,O,pngmeta,Display metadata information from PNG images,182,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=881512
3132,447,RFA,pngnq,tool for optimizing PNG (Portable Network Graphics) images,298,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=863325
3133,1687,O,pngphoon,Creates a png file with the current phase of the moon,43,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=726542
3134,447,RFH,pngquant,PNG (Portable Network Graphics) image optimising utility,701,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=863328
3135,447,RFA,pngtools,series of tools for PNG (Portable Network Graphics) images,415,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=863326
3136,601,O,poc-streamer,MP3/Ogg multicast/HTTP streamer and MP3 cutting tool,106,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=849053
3137,1469,O,podracer,podcast aggregator/downloader,74,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=566381
3138,1300,RFP,pohmelfs,Parallel Optimized Host Message Exchange Layered File Sy[..],0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=539997
3139,21,RFA,pointback,restore window points when returning to buffers,16,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=904232
3140,1308,RFP,pole,portable library for structured storage,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=416079
3141,81,O,polipo,"lightweight, caching web proxy",468,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=900127
3142,760,RFP,pology,in-depth processing of PO files,0,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=831441
3143,325,O,polygen,generator of random sentences from grammar definitions,237,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=876670
3144,728,RFA,polyorb,Multiple-personality middleware for Ada,22,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=834605
3145,166,RFP,polyphone,soundfont editor (.sf2 format 2.01 and 2.04),30,https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=714454
